# ALPHA = 0.05
# TOT_SETS = 10651


# _SET1_ SET = Curated_gene_sets:kegg_pathways_in_cancer
# _SET1_ NGENES = 318
# _SET1_ P = 3.83538e-06
_SET1_     GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET13_    ENSG00000163508     3   27752440   27769206     45      20  107892       1.6837      0.04612
_SET13_    ENSG00000163513     3   30642994   30740634    448      95  122089     -0.44396      0.67147
_SET13_    ENSG00000206557     3   32854510   32944318    373      78  108191      0.37137      0.35518
_SET13_    ENSG00000114739     3   38490342   38539633    205      38  110885       2.8931    0.0019076
_SET13_    ENSG00000168036     3   41231328   41306587    217      51  108268     -0.99059      0.83906
_SET13_    ENSG00000157119     3   42722011   42739036     81      36  106274      0.65892      0.25498
_SET13_    ENSG00000163815     3   45038040   45082563    164      24  123955       1.8858     0.029662
_SET13_    ENSG00000160808     3   46894362   46928659    113      35  116120      0.79322      0.21383
_SET13_    ENSG00000160801     3   46914236   46950287    122      36  110760       4.6494   1.6648e-06
_SET13_    ENSG00000181555     3   47052919   47210457    415      48  105551       4.3462   6.9271e-06
_SET13_    ENSG00000114270     3   48596506   48637700    103      49  101809      0.98525      0.16225
_SET13_    ENSG00000172037     3   49153547   49175551     46      32  105182       2.9088    0.0018139
_SET13_    ENSG00000233276     3   49389609   49401033     35      13  106435     0.057973      0.47689
_SET13_    ENSG00000067560     3   49391578   49455431    211      42  106491      0.68363       0.2471
_SET13_    ENSG00000173402     3   49501146   49578048    209      36  112765       1.1957      0.11591
_SET13_    ENSG00000185614     3   49835687   49847463     22      14   97797       1.6396     0.050548
_SET13_    ENSG00000001617     3   50187478   50231508    132      35  116774       1.0319      0.15106
_SET13_    ENSG00000186792     3   50325262   50341899     57      29  105782      0.40588      0.34241
_SET13_    ENSG00000114378     3   50332320   50354812     77      30  110130      0.79592      0.21304
_SET13_    ENSG00000068001     3   50350221   50365337     34      16  105447     -0.13004      0.55173
_SET13_    ENSG00000010319     3   52462069   52484101     72      32  106468       1.2279      0.10975
_SET13_    ENSG00000114854     3   52480118   52493086     43      15  115379       1.4464     0.074035
_SET13_    ENSG00000272573     3   52862130   52874235     74      17  104824      0.52038       0.3014
_SET13_    ENSG00000114251     3   55494743   55528973    123      47  114542       2.8339    0.0022991
_SET13_    ENSG00000180376     3   56586189   56660846    439      45  119306       1.2572      0.10434
_SET13_    ENSG00000163666     3   57226944   57265549    108      37  101621     0.094906      0.46219
_SET13_    ENSG00000136068     3   57989127   58162982    678      74  115635    0.0079293      0.49684
_SET13_    ENSG00000187098     3   69783586   70022488   1008      61  113332        1.563     0.059025
_SET13_    ENSG00000185008     3   75950846   77704115   8045     386  116155     -0.58958      0.72226
_SET13_    ENSG00000169379     3   93693983   93779512    162      51  103664      0.16527      0.43436
_SET13_    ENSG00000113966     3   97478365   97524953    143      30  113911  -0.00067912      0.50027
_SET13_    ENSG00000144810     3   99352319   99523070    658      79  117399      0.24358      0.40378
_SET13_    ENSG00000114446     3  107874659  107946417    398      13  133415       1.0388      0.14946
_SET13_    ENSG00000144821     3  108094216  108253169    627      91  116205       1.1688      0.12124
_SET13_    ENSG00000163530     3  109007635  109040364    186      42  113665       1.0435      0.14837
_SET13_    ENSG00000121570     3  109039988  109061419    136      21  101593       1.3772     0.084221
_SET13_    ENSG00000177707     3  110783918  110999410    869      97  113452       0.1665      0.43388
_SET13_    ENSG00000172020     3  115337171  115445337    408      98  119036     -0.40887      0.65868
_SET13_    ENSG00000114638     3  118887364  118929000    218      63  120890      0.52685      0.29915
_SET13_    ENSG00000082701     3  119535170  119818264    865      65  110588    -0.036767      0.51466
_SET13_    ENSG00000121552     3  122039091  122065819    123      28  124817       3.2337    0.0006109
_SET13_    ENSG00000082684     3  122623041  122752452    638     109  119717    -0.058144      0.52318
_SET13_    ENSG00000065534     3  123323896  123608178   1166     108  108256      0.82195      0.20555
_SET13_    ENSG00000082781     3  124475795  124625265    726      68  122477       1.2906     0.098425
_SET13_    ENSG00000173706     3  124679554  124779802    434      66  119272     -0.71465      0.76259
_SET13_    ENSG00000163884     3  126056478  126081285     88      29  113837       1.9634     0.024798
_SET13_    ENSG00000114554     3  126702437  126761235    337      57  115546      -1.9854      0.97645
_SET13_    ENSG00000179348     3  128193270  128217028     98      32  119554       1.8199     0.034388
_SET13_    ENSG00000163913     3  129153968  129244198    406      37  109867     -0.67848      0.75127
_SET13_    ENSG00000004399     3  129269018  129330661    293      47  117774      0.17605      0.43013
_SET13_    ENSG00000017260     3  130564439  130740556    614      62  108839      -1.2469      0.89379
_SET13_    ENSG00000113971     3  132271986  132446303    520      60  111530      0.49523      0.31022
_SET13_    ENSG00000170819     3  133113839  133199066    454      93  112162      -1.0684      0.85734
_SET13_    ENSG00000073711     3  135679515  135871733    630      69  109520       2.3207     0.010152
_SET13_    ENSG00000183770     3  138658066  138670982     48      13  122945       2.8987    0.0018738
_SET13_    ENSG00000114113     3  139166726  139204589    157      36  113160       1.4298     0.076393
_SET13_    ENSG00000181744     3  143685640  143772561    406      29  116206     -0.49234      0.68876
_SET13_    ENSG00000169903     3  149186761  149226068    305      32  131526      0.24169      0.40451
_SET13_    ENSG00000018408     3  149230022  149459501   1156     133  120192     0.062432      0.47511
_SET13_    ENSG00000181467     3  152875029  152891265     51      15  112569       -0.838      0.79898
_SET13_    ENSG00000114790     3  153833792  153980616    564      54  117319       0.6258      0.26572
_SET13_    ENSG00000169282     3  155750490  156261545   2179     138  118069       2.1938     0.014126
_SET13_    ENSG00000163659     3  156386024  156429559    134      33  118137       1.3599     0.086924
_SET13_    ENSG00000168779     3  157809948  157829292     52      13  124010     -0.63372      0.73687
_SET13_    ENSG00000068885     3  159969774  160122668    419      68  109721      -1.1171      0.86802
_SET13_    ENSG00000114209     3  167396086  167457727    194      34  109032       2.4481    0.0071802
_SET13_    ENSG00000136603     3  170070466  170119623    195      33  112048     -0.26156      0.60317
_SET13_    ENSG00000121853     3  172157923  172171246     57      22  119296      0.53534      0.29621
_SET13_    ENSG00000177565     3  176732143  176920261    837      84  111484      0.64404      0.25978
_SET13_    ENSG00000121879     3  178860902  178962881    428      50  116347       1.1803      0.11893
_SET13_    ENSG00000058056     3  179365543  179512189    695      89  113149      0.28109      0.38932
_SET13_    ENSG00000145075     3  180315646  180593793   1222     108  115751     -0.17564      0.56971
_SET13_    ENSG00000181449     3  181424714  181437221     27      15   86977     -0.68984      0.75485
_SET13_    ENSG00000161202     3  183868176  183896398     91      33  112343     -0.64649      0.74102
_SET13_    ENSG00000090539     3  184092861  184113524     87      34  113120       0.5381      0.29525
_SET13_    ENSG00000163904     3  185295284  185356339    225      30  120375       3.7913   7.4924e-05
_SET13_    ENSG00000213139     3  186251230  186269491     52      23  114043       1.1448      0.12615
_SET13_    ENSG00000073282     3  189344205  189620068   1530     203  120601      0.33347      0.36939
_SET13_    ENSG00000114315     3  193848934  193861521     31      14  104854       -1.414      0.92132
_SET13_    ENSG00000189058     3  195290573  195316076    171      49  102761      0.26169      0.39678
_SET13_    ENSG00000075711     3  196764431  197031171   1215      67  113909        1.657     0.048764
_SET13_    ENSG00000161267     3  197231654  197305194    457      62  112548     0.068765      0.47259
_SET13_    ENSG00000068078     4    1790034    1815599    127      38   99926      0.57139      0.28387
_SET13_    ENSG00000163982     4    4185530    4233616    298      44  109884     -0.40786      0.65831
_SET13_    ENSG00000163132     4    4856393    4870663     74      29  123364      0.84588      0.19881
_SET13_    ENSG00000170891     4    5011313    5026199    109      38  116499     -0.14751      0.55864
_SET13_    ENSG00000072840     4    5707924    5835772    941     141  117724      -1.4174      0.92181
_SET13_    ENSG00000178597     4    7427022    7441700    138      36  122042       1.3701     0.085322
_SET13_    ENSG00000109705     4   13537454   13551674     54      22  109292      0.20766      0.41775
_SET13_    ENSG00000048342     4   15466489   15608180    482      69  120655       1.9639     0.024773
_SET13_    ENSG00000007062     4   15959699   16091001    673     135  117920      0.97363      0.16512
_SET13_    ENSG00000169744     4   16498164   16905432   1777     248  116670     -0.22939      0.59072
_SET13_    ENSG00000145147     4   20249883   20627184   1636     200  115988      -1.0519      0.85359
_SET13_    ENSG00000109819     4   23751664   23910712    780     135  117088      -1.4834      0.93101
_SET13_    ENSG00000168214     4   26160077   26441541   1190     120  107469       1.1652      0.12198
_SET13_    ENSG00000157796     4   39179024   39292430    331      28  118690      0.48516      0.31378
_SET13_    ENSG00000121897     4   39455620   39484273    143      29  130236       1.5119     0.065276
_SET13_    ENSG00000109132     4   41741099   41755987     54      21  116259      0.91298      0.18063
_SET13_    ENSG00000215203     4   42890284   43037675    650      76  123611       1.2423      0.10706
_SET13_    ENSG00000074966     4   48063410   48141273    282      43  113150     -0.85892      0.80481
_SET13_    ENSG00000135605     4   48132800   48276881    692      71  122399     -0.37253      0.64525
_SET13_    ENSG00000163069     4   52881872   52909648     67      24   99773      -1.7108      0.95644
_SET13_    ENSG00000134853     4   55090264   55169414    261      33  115151     0.088987      0.46455
_SET13_    ENSG00000157404     4   55519085   55611881    388      65  112072       2.3219      0.01012
_SET13_    ENSG00000128052     4   55939644   55996756    237      75  111240       2.6254     0.004327
_SET13_    ENSG00000173597     4   70581880   70658679    353      50  118719       1.5157     0.064799
_SET13_    ENSG00000126549     4   70856647   70873287     46      18  117744       1.4431     0.074502
_SET13_    ENSG00000205649     4   70889130   70907255     91      28  111132        1.866     0.031023
_SET13_    ENSG00000126550     4   70911119   70929562     90      24  118011       2.5412    0.0055238
_SET13_    ENSG00000109205     4   71057213   71075293     87      17  119022      -1.2339      0.89138
_SET13_    ENSG00000187689     4   71379257   71403459    200      24  120374       1.0764      0.14088
_SET13_    ENSG00000178522     4   71452973   71478005    117      39  116383      0.65066      0.25763
_SET13_    ENSG00000132464     4   71489461   71557533    240      45   96698       2.5215    0.0058434
_SET13_    ENSG00000132463     4   71676499   71710662    141      24  109657       1.0928      0.13725
_SET13_    ENSG00000124882     4   75225860   75259468    161      20  124919    -0.075867      0.53024
_SET13_    ENSG00000109321     4   75305851   75325726     13       6  100009       1.4898     0.068134
_SET13_    ENSG00000205595     4   75475629   75495486     27      12   94777       1.4811     0.069289
_SET13_    ENSG00000138771     4   77351253   77709406   1440     111  121517   -0.0092643       0.5037
_SET13_    ENSG00000138759     4   78973724   79470423   2526     100  119399      0.52564      0.29957
_SET13_    ENSG00000152785     4   81947119   81983685    162      39  107112     -0.59062      0.72261
_SET13_    ENSG00000163623     4   85408140   85424603     58      24  100432       1.7838     0.037226
_SET13_    ENSG00000152591     4   88524681   88543062    122      36  100198     -0.49175      0.68855
_SET13_    ENSG00000152592     4   88566459   88590513    101      30  116799       1.2188      0.11145
_SET13_    ENSG00000029559     4   88715733   88738074    102      33  111345     -0.40047       0.6556
_SET13_    ENSG00000152595     4   88737563   88772969    207      41  120378    -0.053024      0.52114
_SET13_    ENSG00000118785     4   88891819   88909562     73      23  117927     -0.58657      0.72125
_SET13_    ENSG00000118762     4   88923820   89003929    288      56  119927     -0.74284      0.77121
_SET13_    ENSG00000172238     4   94745042   94756221     52      16  115449      -1.0841      0.86085
_SET13_    ENSG00000163110     4   95368037   95594377    921      68  115233      0.77422       0.2194
_SET13_    ENSG00000138696     4   95674119   96084599   1968     117  121132      -0.8867      0.81238
_SET13_    ENSG00000138814     4  101939566  102274435   1337     110  113754      0.56022      0.28767
_SET13_    ENSG00000164039     4  103995592  104026040    113      30  108368       1.6308     0.051462
_SET13_    ENSG00000168743     4  106810932  106930184    602      54  119757      0.31754      0.37542
_SET13_    ENSG00000138795     4  108963701  109095112    489      59  112330       2.7874    0.0026569
_SET13_    ENSG00000138802     4  110349928  110467052    397      40  119142      0.95882      0.16882
_SET13_    ENSG00000138794     4  110604785  110629739     92      26  114885       1.8064      0.03543
_SET13_    ENSG00000138798     4  110829040  110938422    410      48  116368      0.52183       0.3009
_SET13_    ENSG00000164093     4  111533579  111568279     92      34  110133     -0.35569      0.63897
_SET13_    ENSG00000145349     4  114367188  114688083   1432     109  111158      0.97425      0.16497
_SET13_    ENSG00000138686     4  122740595  122796652    173      42  116019     -0.12414       0.5494
_SET13_    ENSG00000138685     4  123742863  123824391    447      71  117509       1.7963     0.036223
_SET13_    ENSG00000164056     4  124312950  124329910     59      21  117920       1.6619     0.048264
_SET13_    ENSG00000196159     4  126232554  126419087    831      75  115274       1.9896     0.023318
_SET13_    ENSG00000164066     4  128539426  128652892    403      49  102497    -0.058502      0.52333
_SET13_    ENSG00000151012     4  139080251  139168503    372      54  120631      0.63814      0.26169
_SET13_    ENSG00000109458     4  144252915  144400721    494      81  113213      0.64734      0.25871
_SET13_    ENSG00000164161     4  145562173  145671423    317      37  115749       7.5984   1.4986e-14
_SET13_    ENSG00000170365     4  146397346  146484231    349      52  104288      0.43559      0.33157
_SET13_    ENSG00000151617     4  148397069  148471106    257      46  111687      0.76973      0.22073
_SET13_    ENSG00000145423     4  154696744  154715272     78      28  113569       3.0055    0.0013255
_SET13_    ENSG00000109756     4  160020330  160286321    987      86  106947       2.4728    0.0067028
_SET13_    ENSG00000129116     4  169413217  169854608   2215     205  119378      -1.2553      0.89532
_SET13_    ENSG00000164105     4  174286120  174303683     59      23   92883     -0.37531      0.64629
_SET13_    ENSG00000164107     4  174441120  174456380     60      26  108510       0.3942      0.34672
_SET13_    ENSG00000150630     4  177599689  177718881    614      41  107328       1.3581     0.087219
_SET13_    ENSG00000164305     4  185543850  185575663    151      36  108595      0.18826      0.42534
_SET13_    ENSG00000154556     4  186501598  186882806   2491     280  118518       0.5431      0.29353
_SET13_    ENSG00000170561     5    2740959    2757969     63      32  102502     -0.49596      0.69004
_SET13_    ENSG00000170549     5    3591168    3606517     74      25  123546      0.87104      0.19187
_SET13_    ENSG00000145536     5    5135443    5325417   1227     163  120110      -1.0838      0.86076
_SET13_    ENSG00000112902     5    9030138    9551187   2547     260  118393        0.275      0.39166
_SET13_    ENSG00000176788     5   17060707   17281943   1204     164  112888     -0.71957      0.76411
_SET13_    ENSG00000113494     5   35043861   35235794    835      74  122842      0.98704      0.16181
_SET13_    ENSG00000197603     5   37101330   37254530    461      69  105694      0.10534      0.45805
_SET13_    ENSG00000168621     5   37807779   37844788    162      48  121050     -0.84889      0.80203
_SET13_    ENSG00000153071     5   39366780   39467402    508      69  118502       3.0703    0.0010693
_SET13_    ENSG00000083720     5   41725167   41875621    438      55  105777      0.66159      0.25412
_SET13_    ENSG00000070193     5   44298646   44394808    360      40  108700    -0.071809      0.52862
_SET13_    ENSG00000164588     5   45254349   45701253   1113      91  102481        1.577     0.057393
_SET13_    ENSG00000016082     5   50673921   50695564     76      25  111824      0.99559      0.15973
_SET13_    ENSG00000164171     5   52280156   52395609    518      46  132053      -1.0134      0.84457
_SET13_    ENSG00000234602     5   54510442   54528143     68      16  120846     -0.15482      0.56152
_SET13_    ENSG00000152669     5   54521980   54534508     53      15  115329      0.43017      0.33354
_SET13_    ENSG00000164509     5   55142207   55223678    326      60  122974       2.2136     0.013429
_SET13_    ENSG00000113448     5   58259865   59822947   6085     276  119370       2.2795     0.011319
_SET13_    ENSG00000134057     5   68457837   68479072     92      18  117171      0.43905      0.33031
_SET13_    ENSG00000152939     5   68705939   68745157    108      18  114371      0.16498      0.43448
_SET13_    ENSG00000049883     5   71611194   71661052    117      42  108045        1.214      0.11238
_SET13_    ENSG00000251493     5   72735654   72749352     41      18  111350       1.9383     0.026291
_SET13_    ENSG00000176928     5   74318289   74331724     67      25  114199       1.1742      0.12016
_SET13_    ENSG00000164251     5   76109758   76136140     95      29  112487       1.1742      0.12015
_SET13_    ENSG00000152413     5   78663459   78815040    589      64  117378       1.2814      0.10002
_SET13_    ENSG00000081189     5   88008975   88204922    575      60  112279      -1.6764      0.95317
_SET13_    ENSG00000113369     5   90659541   90684176     81      34  102864    -0.087244      0.53476
_SET13_    ENSG00000112893     5  109020067  109210326    869      49  118150       2.4266    0.0076214
_SET13_    ENSG00000092421     5  115774312  115915630    790     135  113842     -0.92633      0.82286
_SET13_    ENSG00000133835     5  118783138  118977894    895      68  118845     -0.27272      0.60746
_SET13_    ENSG00000145794     5  126621523  126806429    871      54  119603      0.56582      0.28576
_SET13_    ENSG00000158987     5  130754614  130975929    621      49  106362      0.22989      0.40909
_SET13_    ENSG00000213585     5  133302606  133345824    168      43  116350       1.6377     0.050745
_SET13_    ENSG00000081059     5  133445402  133492556    220      45  110168       1.1361      0.12795
_SET13_    ENSG00000113575     5  133525025  133566833    187      25  115656       0.6626      0.25379
_SET13_    ENSG00000069011     5  134358425  134375503     71      17  117593        2.376      0.00875
_SET13_    ENSG00000120708     5  135359584  135404507    176      32  117731       1.8419     0.032742
_SET13_    ENSG00000113658     5  135463534  135529435    229      22  117700    -0.058648      0.52338
_SET13_    ENSG00000146021     5  136948189  137076779    422      58  118878     -0.85872      0.80475
_SET13_    ENSG00000061492     5  137414581  137433054     59      22  114612       1.6798     0.046503
_SET13_    ENSG00000120738     5  137796179  137810004     49      18  118518       2.1831     0.014515
_SET13_    ENSG00000113070     5  139707428  139731216     81      28  119626      -1.5853      0.94356
_SET13_    ENSG00000113578     5  141966743  142082617    669     128  110968       0.7262      0.23386
_SET13_    ENSG00000091010     5  145713587  145725083     48      16  109593      -1.0747      0.85875
_SET13_    ENSG00000133710     5  147400246  147521852    726      35  122499     -0.20566      0.58147
_SET13_    ENSG00000182578     5  149427854  149497935    344      73  115900       1.7586     0.039321
_SET13_    ENSG00000113721     5  149488400  149540435    249      60  119004     0.012712      0.49493
_SET13_    ENSG00000113196     5  153849532  153862824     41      24  119137      0.59226      0.27684
_SET13_    ENSG00000170624     5  155292354  156199799   4354     191  117879      0.25523      0.39927
_SET13_    ENSG00000156427     5  170841660  170889627    199      58  117749       2.1186     0.017062
_SET13_    ENSG00000174705     5  171747185  171886527    773      64  119575     -0.19981      0.57919
_SET13_    ENSG00000120129     5  172190093  172203198     76      26  119328       1.0812      0.13981
_SET13_    ENSG00000183072     5  172654112  172667360     52      24  106531      0.41205      0.34015
_SET13_    ENSG00000113739     5  172736716  172761506     79      39  106865       3.9502   3.9045e-05
_SET13_    ENSG00000120149     5  174146536  174162896     65      25  105242      0.20135      0.42021
_SET13_    ENSG00000113749     5  175080033  175118245    152      51  101334      -1.1424      0.87335
_SET13_    ENSG00000074276     5  175964512  176027975    394      54  107940        -1.34      0.90988
_SET13_    ENSG00000197451     5  177626508  177643164     79      27  121400      0.69073      0.24487
_SET13_    ENSG00000161021     5  179154851  179228512    401      50  109226       1.7831     0.037288
_SET13_    ENSG00000164379     6    1307675    1319992     72      20  116172         1.06      0.14458
_SET13_    ENSG00000137273     6    1385069    1400832     63      32  111912       2.4179    0.0078045
_SET13_    ENSG00000054598     6    1605681    1619127     43      19  115690     0.071322      0.47157
_SET13_    ENSG00000096696     6    7536808    7591950    222      54  126591     -0.24943      0.59849
_SET13_    ENSG00000153162     6    7722030    7886655    766     111  124074       1.7446     0.040528
_SET13_    ENSG00000137203     6   10388419   10424892    124      47  113767     -0.07111      0.52834
_SET13_    ENSG00000078401     6   12285596   12302427     76      28  119441      -0.9148      0.81985
_SET13_    ENSG00000172201     6   19832617   19845915     63      27  116227       2.1498     0.015787
_SET13_    ENSG00000124766     6   21588972   21603847     40      19   94300      -1.0347       0.8496
_SET13_    ENSG00000112293     6   24419793   24500433    727      57  129047      -1.2474      0.89387
_SET13_    ENSG00000111913     6   24792601   25047238   1420     142  121819      0.67544       0.2497
_SET13_    ENSG00000223501     6   33213049   33244824    125      25  115539      0.13309      0.44706
_SET13_    ENSG00000030110     6   33535329   33553019     85      27  118852       3.2382   0.00060154
_SET13_    ENSG00000161904     6   33733979   33761913    158      29  118975        2.609    0.0045398
_SET13_    ENSG00000124664     6   34500579   34529110    163      39  112399       1.0931      0.13717
_SET13_    ENSG00000112033     6   35305335   35400968    461      56  114515     0.094263      0.46245
_SET13_    ENSG00000197753     6   35768070   35806651    163      28  113975     -0.46218      0.67802
_SET13_    ENSG00000112062     6   35990488   36084013    322      38  122129        2.261     0.011879
_SET13_    ENSG00000124762     6   36639305   36660116    124      26  124265       1.2331      0.10877
_SET13_    ENSG00000044090     6   43000355   43026683     95      33  113932     -0.36989      0.64427
_SET13_    ENSG00000112655     6   43039006   43134457    378      64  114502     -0.26973      0.60632
_SET13_    ENSG00000112658     6   43134037   43154243     73      20  112438     -0.33508      0.63122
_SET13_    ENSG00000112667     6   43188367   43202222     81      30  111681       1.1861       0.1178
_SET13_    ENSG00000112715     6   43732921   43759224    115      43  116584      0.18807      0.42541
_SET13_    ENSG00000124813     6   45290894   45637086   1506     156  115880     -0.40203      0.65617
_SET13_    ENSG00000112782     6   45863045   46053132    947     127  116805        2.362    0.0090881
_SET13_    ENSG00000008196     6   50781436   50820326    153      43  120483      0.34283      0.36586
_SET13_    ENSG00000112116     6   52096479   52114335     79      25  126086     -0.62721      0.73474
_SET13_    ENSG00000244067     6   52609897   52633367    147      31  110198     -0.16693      0.56629
_SET13_    ENSG00000243955     6   52651462   52673708    108      24  115155      0.12794       0.4491
_SET13_    ENSG00000137270     6   52986762   53018627    149      32  124442       1.8922     0.029232
_SET13_    ENSG00000124743     6   53507699   53535506    177      30  123856      0.46397      0.32133
_SET13_    ENSG00000112175     6   55613443   55745362    481     105  110959      0.29557      0.38378
_SET13_    ENSG00000188107     6   64424876   66422118  10351     256  113693     -0.12502      0.54975
_SET13_    ENSG00000082293     6   70571463   70924679   1412     140  114861      0.20328      0.41946
_SET13_    ENSG00000112280     6   70919764   71017786    571      65  118796    -0.069569      0.52773
_SET13_    ENSG00000156535     6   74400508   74543040    635      55  120134      0.85917      0.19512
_SET13_    ENSG00000111799     6   75789042   75920767    430     101  103173      0.04007      0.48402
_SET13_    ENSG00000203877     6   84557985   84572234     47       7  123203     -0.74012      0.77039
_SET13_    ENSG00000135333     6   93944738   94134265    718     109  116528     -0.22584      0.58934
_SET13_    ENSG00000184486     6   99277580   99291660     58      22  119608       1.5664     0.058629
_SET13_    ENSG00000112246     6  100827891  100917805    356      79  113747      0.28156      0.38914
_SET13_    ENSG00000112276     6  105539697  105590049    232      35  116705     -0.52443      0.70001
_SET13_    ENSG00000057657     6  106529195  106562814    106      42  110961     -0.86228      0.80573
_SET13_    ENSG00000057663     6  106627351  106778666    591      48  120270     -0.47016      0.68088
_SET13_    ENSG00000155130     6  114173541  114189648     57      27  115053      0.60449      0.27276
_SET13_    ENSG00000196591     6  114249192  114337472    317      56  121634      0.67748      0.24905
_SET13_    ENSG00000123500     6  116435086  116484910    200      52  110330      0.49389      0.31069
_SET13_    ENSG00000185002     6  117193375  117258326    269      27  126345      -1.1055      0.86552
_SET13_    ENSG00000170162     6  117581721  117599728     85      26  109386       0.9596      0.16863
_SET13_    ENSG00000047936     6  117604463  117752018    661      98  123355      0.89312       0.1859
_SET13_    ENSG00000198523     6  118864461  118886893     75      24  122189     -0.74542      0.77199
_SET13_    ENSG00000146350     6  121395640  121660891   1494      44  120408      0.15548      0.43822
_SET13_    ENSG00000152661     6  121751838  121775873    105      30  116367       1.9958     0.022977
_SET13_    ENSG00000135547     6  126063810  126087415     73      22  111680      0.15396      0.43882
_SET13_    ENSG00000146374     6  127434749  127523910    282      33  120030       4.6998   1.3023e-06
_SET13_    ENSG00000197594     6  132124156  132221295    383      70  115899       1.7594     0.039252
_SET13_    ENSG00000118523     6  132264316  132277513     45      22  118702      -1.4326      0.92401
_SET13_    ENSG00000118526     6  134205276  134221691     81      27  122760      -1.0938      0.86297
_SET13_    ENSG00000135541     6  135599670  135823914    688      77  109782       1.0316      0.15114
_SET13_    ENSG00000164442     6  139688393  139700757     60      28  107593     -0.18349      0.57279
_SET13_    ENSG00000118495     6  144256437  144390735    566      86  115208       1.6569     0.048765
_SET13_    ENSG00000131023     6  149974289  150044392    216      33  106520      0.48929      0.31232
_SET13_    ENSG00000120254     6  151181685  151428023   1542     156  120686      -1.0799       0.8599
_SET13_    ENSG00000091831     6  151972826  152455754   2426     194  118962       6.6112   1.9061e-11
_SET13_    ENSG00000092820     6  159181773  159245444    335      30  125181     -0.38634      0.65038
_SET13_    ENSG00000164458     6  166566144  166587188    156      27  127698     -0.22497        0.589
_SET13_    ENSG00000130396     6  168222602  168377703    722      51  109899     -0.52215      0.69922
_SET13_    ENSG00000164488     6  168688510  168725434    245      70  113914      -1.5337      0.93745
_SET13_    ENSG00000198719     6  170586294  170604561     83      33  115173     -0.36892      0.64391
_SET13_    ENSG00000177706     7     187969     305711    656      90  102236        2.807    0.0025004
_SET13_    ENSG00000197461     7     531895     564933    221      53   69562     -0.36679      0.64311
_SET13_    ENSG00000164853     7    1267543    1281954     42      20   94585       1.1763      0.11973
_SET13_    ENSG00000106003     7    2547163    2573811    136      55  103856       -1.952      0.97453
_SET13_    ENSG00000146555     7    3336080    4313632   6357     219  115136     -0.48215      0.68515
_SET13_    ENSG00000106305     7    6043876    6068465    150      35  124249     -0.20413      0.58088
_SET13_    ENSG00000136238     7    6409154    6448608    254      43  117932       2.9042     0.001841
_SET13_    ENSG00000106392     7    7191565    7293282    704      50  120899      -0.9686      0.83363
_SET13_    ENSG00000106511     7   15645837   15731437    399      57  120432       1.7673     0.038589
_SET13_    ENSG00000171243     7   16496106   16575205    455      65  119308      0.84884      0.19799
_SET13_    ENSG00000205858     7   16561505   16626193    325      64  119438      0.63628       0.2623
_SET13_    ENSG00000106541     7   16826435   16878057    353      43  122887       0.6004      0.27412
_SET13_    ENSG00000122691     7   19055614   19162295    551      68  107500      0.89471      0.18547
_SET13_    ENSG00000146618     7   19179405   19190044     48      19   94683      -0.2993      0.61764
_SET13_    ENSG00000105855     7   20365325   20460377    441      51  124190       1.0948       0.1368
_SET13_    ENSG00000136244     7   22760503   22776621     76      31  113765      0.57542       0.2825
_SET13_    ENSG00000136235     7   23270586   23319727    228      22  114818     -0.08944      0.53563
_SET13_    ENSG00000105997     7   27140803   27197200    184      40  121897       1.4881      0.06836
_SET13_    ENSG00000106004     7   27175671   27188287     40      17  116833       1.0103      0.15619
_SET13_    ENSG00000005073     7   27216129   27229842     61      39  108663      0.64495      0.25948
_SET13_    ENSG00000106113     7   30687200   30744745    241      75  113916     -0.40736      0.65813
_SET13_    ENSG00000164619     7   33939523   34200484   1064     138  110466       1.4266     0.076848
_SET13_    ENSG00000164532     7   35237042   35298758    244      25  116095       6.2014   2.7974e-10
_SET13_    ENSG00000006451     7   39658082   39752723    304      48  115704      -0.6729      0.74949
_SET13_    ENSG00000122641     7   41719712   41747706     64      29  102523       2.3834    0.0085763
_SET13_    ENSG00000106571     7   41995548   42282469   1411     164  114030       1.5151     0.064871
_SET13_    ENSG00000105953     7   44641171   44753665    427      59  114607       2.4209    0.0077421
_SET13_    ENSG00000136280     7   45034074   45121068    418      39  120879      0.42525      0.33533
_SET13_    ENSG00000146678     7   45922956   45938267     68      25  111002      0.37062      0.35546
_SET13_    ENSG00000185811     7   50338720   50477799    444     103  118691       1.7657     0.038722
_SET13_    ENSG00000106078     7   51078909   51389515   1276      96  111546         1.09      0.13786
_SET13_    ENSG00000146648     7   55081714   55329313   1254     169  119601     -0.77416      0.78058
_SET13_    ENSG00000126524     7   66447664   66465588     92      47  104438      -1.1538       0.8757
_SET13_    ENSG00000165215     7   73178328   73189600     44      16  115968     -0.36034       0.6407
_SET13_    ENSG00000127947     7   77161592   77274388    438      43  119307     -0.62788      0.73496
_SET13_    ENSG00000187391     7   77641393   79087890   7447     414  121446      0.02127      0.49152
_SET13_    ENSG00000075223     7   80366854   80556675    715     129  113451     -0.82516      0.79536
_SET13_    ENSG00000019991     7   81323322   81404754    301      44  112035       1.7905     0.036684
_SET13_    ENSG00000170381     7   82988222   83283326   1407      88  120667       1.3512     0.088311
